City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
326,prince rupert,54.3161,-130.3201,49.69,87.0,100.0,35.68,CA,1717541124.0
327,dubbo,-32.25,148.6167,41.13,93.0,54.0,4.61,AU,1717541125.0
328,marsh harbour,26.5412,-77.0636,79.81,78.0,8.0,12.06,BS,1717541127.0
329,'ohonua,,,,,,,,
330,swakopmund,-22.6833,14.5333,51.98,83.0,0.0,1.77,NA,1717541129.0
331,tommot,58.9564,126.2925,52.45,47.0,0.0,9.24,RU,1717541130.0
332,riohacha,11.5444,-72.9072,86.11,89.0,20.0,10.36,CO,1717541131.0
333,rusape,-18.5278,32.1284,56.57,51.0,1.0,4.05,ZW,1717541132.0
334,ar raqqah,35.95,39.0167,88.27,16.0,0.0,6.31,SY,1717541133.0
335,happy valley-goose bay,53.3168,-60.3315,77.31,41.0,20.0,8.05,CA,1717541110.0
336,antsiranana,-12.2787,49.2917,74.68,69.0,4.0,15.79,MG,1717541136.0
337,kolonia,50.9333,6.95,65.05,73.0,0.0,10.36,DE,1717541006.0
338,sao paulo de olivenca,-3.3783,-68.8725,75.0,97.0,68.0,2.39,BR,1717541138.0
339,sabang,5.8933,95.3214,84.6,72.0,86.0,12.5,ID,1717541139.0
340,bull savanna,17.8868,-77.5902,81.55,77.0,87.0,10.71,JM,1717541140.0
341,batouri,4.4333,14.3667,70.02,95.0,5.0,3.24,CM,1717541141.0
342,port alfred,-33.5906,26.891,58.17,93.0,100.0,7.0,ZA,1717541142.0
343,zambezi,-13.5432,23.1047,58.82,32.0,0.0,4.81,ZM,1717541143.0
344,ebon,4.582,168.6964,84.27,77.0,25.0,13.44,MH,1717541144.0
345,peniche,39.3558,-9.3811,65.28,89.0,10.0,8.05,PT,1717541146.0
346,santa luzia,-19.7697,-43.8514,74.3,54.0,40.0,9.22,BR,1717540890.0
347,korla,41.7597,86.1469,63.01,47.0,62.0,10.65,CN,1717541148.0
348,quepos,9.4236,-84.1652,81.88,82.0,97.0,5.01,CR,1717540898.0
349,ibra',,,,,,,,
350,carutapera,-1.195,-46.02,77.58,88.0,7.0,6.2,BR,1717541151.0
351,nemuro,43.3236,145.575,44.33,91.0,47.0,4.72,JP,1717541152.0
352,mil'kovo,55.6078,37.7956,64.35,90.0,3.0,7.25,RU,1717541153.0
353,kailua-kona,19.6406,-155.9956,84.16,80.0,40.0,16.11,US,1717541154.0
354,zvishavane,-20.3267,30.0665,53.56,22.0,0.0,3.62,ZW,1717541156.0
355,wawa,9.9022,4.4192,78.24,86.0,74.0,6.06,NG,1717541002.0
356,gadzhiyevo,69.2551,33.3362,47.05,94.0,100.0,19.13,RU,1717541158.0
357,iwon-up,40.3231,128.6553,63.66,77.0,7.0,2.53,KP,1717541159.0
358,lompoc,34.6391,-120.4579,84.69,66.0,20.0,11.5,US,1717541160.0
359,lexington,37.9887,-84.4777,70.92,94.0,100.0,5.75,US,1717540857.0
360,ankazobe,-18.3167,47.1167,55.33,94.0,24.0,4.99,MG,1717541162.0
361,kedougou,12.5579,-12.1743,97.38,36.0,0.0,9.22,SN,1717541163.0
362,dalnegorsk,44.5604,135.5701,55.6,97.0,63.0,1.99,RU,1717540887.0
363,yantzaza,-3.8278,-78.7594,67.51,93.0,100.0,0.74,EC,1717541166.0
364,alofi,-19.0595,-169.9187,78.69,65.0,40.0,13.8,NU,1717541167.0
365,minab,27.1467,57.0801,84.52,58.0,0.0,0.0,IR,1717541168.0
366,beroroha,-21.6667,45.1667,66.51,74.0,25.0,3.06,MG,1717541169.0
367,floro,61.5996,5.0328,48.16,76.0,100.0,11.5,NO,1717541170.0
368,boundiali,9.5217,-6.4869,80.49,61.0,22.0,4.68,CI,1717541171.0
369,kolda,12.8833,-14.95,91.71,52.0,0.0,9.22,SN,1717541172.0
370,champerico,14.3,-91.9167,82.94,69.0,56.0,9.46,GT,1717541173.0
371,valparaiso,-33.0393,-71.6273,59.23,78.0,75.0,3.44,CL,1717541103.0
372,garden city,42.3256,-83.331,84.45,60.0,75.0,10.36,US,1717540957.0
373,rongelap,11.1635,166.8941,82.38,83.0,100.0,19.3,MH,1717541177.0
374,tataouine,32.9297,10.4518,67.15,86.0,2.0,7.23,TN,1717541178.0
375,hungnam,39.8317,127.6186,62.85,77.0,0.0,4.54,KP,1717541179.0
376,tuy hoa,13.0833,109.3,82.85,70.0,100.0,4.07,VN,1717541180.0
377,rudsar,37.1376,50.288,68.4,64.0,0.0,4.9,IR,1717541181.0
378,yashkul',46.1711,45.3435,77.58,34.0,74.0,8.95,RU,1717541182.0
379,olgii,,,,,,,,
380,hamilton,39.1834,-84.5333,81.93,76.0,0.0,8.05,US,1717540793.0
381,kataragama,,,,,,,,
382,taulaga,-11.0553,-171.0883,82.76,72.0,100.0,2.98,AS,1717541187.0
383,peace river,56.2501,-117.286,57.51,76.0,75.0,8.05,CA,1717541185.0
384,konarka,19.9,86.1167,81.0,91.0,58.0,9.04,IN,1717541189.0
385,bel ombre,-4.6167,55.4167,82.24,83.0,40.0,6.91,SC,1717541190.0
386,cacoal,-11.4386,-61.4472,75.79,63.0,78.0,1.7,BR,1717541041.0
387,holualoa,19.6228,-155.9522,80.44,81.0,40.0,16.11,US,1717541192.0
388,bengkulu,-3.8004,102.2655,76.57,93.0,100.0,5.99,ID,1717541193.0
389,kruisfontein,-34.0033,24.7314,57.83,95.0,99.0,15.97,ZA,1717541195.0
390,igarka,67.4667,86.5833,33.03,82.0,100.0,4.0,RU,1717541196.0
391,portland,45.5234,-122.6762,63.05,90.0,100.0,10.36,US,1717540943.0
392,kuna,43.4918,-116.4201,81.07,37.0,75.0,6.91,US,1717541121.0
393,matoury,4.8483,-52.3317,82.36,83.0,0.0,3.44,GF,1717541199.0
394,palikir - national government center,6.9248,158.1611,81.45,89.0,100.0,3.44,FM,1717541200.0
395,crucecita,-28.95,-58.9833,58.08,72.0,87.0,6.87,AR,1717541201.0
396,revda,56.801,59.9303,58.03,96.0,51.0,3.44,RU,1717541202.0
397,coquimbo,-29.9533,-71.3436,55.13,94.0,0.0,10.36,CL,1717540988.0
398,zapala,-38.8992,-70.0544,44.78,67.0,100.0,2.75,AR,1717541205.0
399,dolbeau-mistassini,48.8763,-72.212,81.25,77.0,100.0,5.5,CA,1717541206.0
400,gagarin,55.5529,34.9954,57.88,93.0,2.0,5.95,RU,1717541207.0
401,yylanly,,,,,,,,
402,naze,28.3667,129.4833,74.32,66.0,23.0,10.04,JP,1717541209.0
403,okhotsk,59.3833,143.3,38.05,97.0,100.0,17.16,RU,1717541210.0
404,arish,31.1316,33.7984,75.11,83.0,0.0,4.32,EG,1717541211.0
405,saint-pierre,-21.3393,55.4781,71.28,68.0,0.0,17.27,RE,1717541212.0
406,road town,18.4167,-64.6167,86.04,79.0,40.0,6.91,VG,1717541214.0
407,marvdasht,,,,,,,,
408,nobres,-14.7203,-56.3275,74.79,44.0,89.0,3.2,BR,1717541216.0
409,santana do acarau,-3.4606,-40.2122,74.48,96.0,3.0,2.19,BR,1717541217.0
410,al matariyah,31.1829,32.0311,78.75,80.0,0.0,6.13,EG,1717541218.0
411,moissala,8.3404,17.7663,81.82,46.0,67.0,5.75,TD,1717541219.0
412,wasilla,61.5814,-149.4394,66.65,56.0,0.0,6.91,US,1717541220.0
413,colonia menno,-22.3667,-59.8167,74.73,53.0,11.0,4.88,PY,1717541221.0
414,panacan,9.2463,118.4082,82.83,80.0,100.0,2.93,PH,1717541223.0
415,jurm,36.8648,70.8342,57.92,56.0,77.0,1.63,AF,1717541224.0
416,al hamul,31.3115,31.1477,72.75,83.0,0.0,6.31,EG,1717541225.0
417,labytnangi,66.6572,66.4183,32.38,93.0,9.0,7.09,RU,1717541226.0
418,ulaangom,49.9811,92.0667,55.17,51.0,87.0,3.31,MN,1717541227.0
419,liepaja,56.5419,21.0367,48.18,93.0,9.0,2.3,LV,1717541228.0
420,kapoeta,4.7717,33.5903,78.15,66.0,93.0,4.12,SS,1717541229.0
421,cargados carajos,,,,,,,,
422,kashgar,39.4547,75.9797,67.21,34.0,20.0,8.95,CN,1717541232.0
423,puerto lempira,15.2667,-83.7667,87.94,66.0,20.0,9.22,HN,1717541233.0
424,qa'en,33.7265,59.1844,65.16,41.0,0.0,9.1,IR,1717541234.0
425,zouerate,22.7187,-12.4521,80.08,24.0,1.0,12.33,MR,1717541235.0
426,hassi messaoud,31.6804,6.0729,85.86,30.0,100.0,26.46,DZ,1717541236.0
427,kingscliff,-28.2667,153.5667,60.76,88.0,86.0,3.44,AU,1717541237.0
428,villa rica,33.7321,-84.9191,83.89,89.0,88.0,5.84,US,1717541238.0
429,loa janan,-0.583,117.095,74.62,95.0,98.0,1.74,ID,1717541240.0
430,charikar,35.0136,69.1714,62.24,39.0,0.0,6.98,AF,1717541241.0
431,itoman,26.1247,127.6694,76.08,78.0,75.0,9.22,JP,1717541069.0
432,maloye ganyushkino,46.6,49.2667,79.79,36.0,100.0,9.78,KZ,1717541243.0
433,susuman,62.7833,148.1667,47.98,44.0,41.0,8.01,RU,1717541244.0
434,gori,41.9842,44.1158,62.64,70.0,0.0,5.79,GE,1717541245.0
435,kupang,-10.1667,123.5833,81.18,94.0,75.0,11.5,ID,1717541246.0
436,camara de lobos,32.6333,-16.9667,72.01,91.0,40.0,4.0,PT,1717541247.0
437,santa rosa del sara,,,,,,,,
438,nadi,-17.8,177.4167,80.6,57.0,20.0,4.61,FJ,1717541250.0
439,mount isa,-20.7333,139.5,53.37,82.0,0.0,1.14,AU,1717541251.0
440,plainview,40.7765,-73.4673,76.6,66.0,0.0,10.36,US,1717541028.0
441,saudarkrokur,65.7461,-19.6394,35.2,100.0,100.0,24.49,IS,1717541253.0
442,rio turbio,,,,,,,,
443,sault ste. marie,46.5168,-84.3333,75.76,70.0,75.0,8.05,CA,1717540932.0
444,qaqortoq,60.7167,-46.0333,40.12,95.0,100.0,1.01,GL,1717541256.0
445,tobruk,32.0836,23.9764,78.94,39.0,0.0,7.11,LY,1717541258.0
446,kalianget,-7.05,113.9333,80.1,79.0,63.0,7.07,ID,1717541259.0
447,quatre cocos,-20.2078,57.7625,71.71,72.0,70.0,16.78,MU,1717541260.0
448,bayanhongor,46.7167,100.1167,39.69,67.0,6.0,3.67,MN,1717541261.0
449,yagry,,,,,,,,
450,wynyard,-41.0,145.7167,50.18,80.0,93.0,1.99,AU,1717541263.0
451,afaahiti,-17.75,-149.2833,84.07,80.0,14.0,13.18,PF,1717541264.0
452,neryungri,56.6709,124.6491,53.19,51.0,8.0,1.88,RU,1717541265.0
453,taxco de alarcon,18.55,-99.6,92.82,17.0,68.0,5.37,MX,1717541267.0
454,hopelchen,19.7667,-89.85,106.16,18.0,1.0,6.71,MX,1717541268.0
455,villamontes,-21.25,-63.5,61.9,67.0,68.0,2.64,BO,1717541269.0
456,kayes,14.0,-11.0,99.37,14.0,32.0,1.25,ML,1717541270.0
457,esperanza,19.5847,-70.9849,80.29,84.0,100.0,5.01,DO,1717541271.0
458,kill devil hills,36.0307,-75.676,82.4,82.0,0.0,9.22,US,1717541272.0
459,labuan,5.2767,115.2417,79.16,100.0,20.0,0.0,MY,1717541273.0
460,washougal,45.5826,-122.3534,62.91,89.0,100.0,10.36,US,1717541275.0
461,calp,38.6447,0.0445,72.68,80.0,3.0,10.04,ES,1717541276.0
462,along,28.1667,94.7667,64.56,92.0,94.0,0.38,IN,1717541277.0
463,sisimiut,66.9395,-53.6735,37.99,87.0,98.0,3.0,GL,1717541278.0
464,tera,14.0078,0.7531,98.8,29.0,5.0,12.21,NE,1717541279.0
465,koz'modem'yansk,56.3367,46.5711,58.82,96.0,76.0,7.14,RU,1717541280.0
466,vilyuysk,63.7553,121.6247,60.01,46.0,63.0,11.99,RU,1717541281.0
467,talnakh,69.4865,88.3972,28.2,91.0,100.0,18.41,RU,1717541282.0
468,darya khan,31.7912,71.1039,93.02,20.0,10.0,13.78,PK,1717541283.0
469,port saint john's,-31.6229,29.5448,67.5,52.0,97.0,13.11,ZA,1717541285.0
470,novoshcherbinovskaya,46.4767,38.6476,68.32,65.0,63.0,5.64,RU,1717541286.0
471,nova venecia,-18.7106,-40.4006,69.67,93.0,59.0,6.49,BR,1717541287.0
472,isle of lewis,,,,,,,,
473,smithers,54.7804,-127.1743,57.52,38.0,75.0,12.66,CA,1717541289.0
474,santa maria,-29.6842,-53.8069,51.1,93.0,0.0,3.44,BR,1717541244.0
475,kushk,33.2957,61.9522,72.25,23.0,0.0,23.4,AF,1717541291.0
476,kone,-21.0595,164.8658,82.13,66.0,77.0,4.05,NC,1717541292.0
477,dragomiresti,44.9167,25.3333,58.01,71.0,0.0,4.85,RO,1717541294.0
478,chiroqchi,39.0336,66.5722,69.24,38.0,0.0,3.2,UZ,1717541295.0
479,mason city,43.1536,-93.201,81.09,63.0,75.0,12.66,US,1717541159.0
480,margate,51.3813,1.3862,58.3,84.0,88.0,7.0,GB,1717540796.0
481,marka,1.7159,44.7717,78.75,85.0,35.0,15.95,SO,1717541298.0
482,birjand,32.8663,59.2211,72.07,23.0,0.0,16.11,IR,1717541229.0
483,lieksa,63.3167,30.0167,53.44,95.0,5.0,6.53,FI,1717541300.0
484,hell-ville,-13.4,48.2667,77.49,77.0,11.0,3.36,MG,1717541301.0
485,jinka,5.65,36.65,64.11,85.0,66.0,3.67,ET,1717541302.0
486,yuzhno-kurilsk,44.0306,145.8556,44.38,97.0,100.0,4.5,RU,1717541304.0
487,qom,34.6401,50.8764,77.04,26.0,44.0,8.5,IR,1717541305.0
488,carbonear,47.7332,-53.2148,50.59,99.0,100.0,14.43,CA,1717541306.0
489,santo antonio,-6.3106,-35.4789,73.87,93.0,85.0,6.91,BR,1717541307.0
490,fasa,28.9383,53.6482,69.04,24.0,0.0,4.61,IR,1717541308.0
491,hirara,24.8,125.2833,75.47,73.0,100.0,9.22,JP,1717541309.0
492,yeppoon,-23.1333,150.7333,56.98,66.0,57.0,3.49,AU,1717541310.0
493,montecarlo,-26.5662,-54.757,65.68,87.0,41.0,1.72,AR,1717541233.0
494,thongwa,16.7619,96.5278,78.96,92.0,100.0,3.65,MM,1717541312.0
495,fort mcmurray,56.7268,-111.381,53.19,93.0,100.0,8.05,CA,1717541314.0
496,juneau,58.3019,-134.4197,53.6,76.0,75.0,10.36,US,1717541315.0
497,toga village,,,,,,,,
498,anjepy,,,,,,,,
499,fort bragg,35.139,-79.006,89.15,52.0,75.0,6.91,US,1717541318.0
500,mahalapye,-23.1041,26.8142,49.39,28.0,0.0,4.34,BW,1717541319.0
501,aur,8.1499,171.1687,83.16,80.0,73.0,16.64,MH,1717541320.0
502,villa maria grande,-31.6656,-59.9018,52.77,84.0,98.0,7.23,AR,1717541322.0
503,sidi bennour,32.6524,-8.4277,63.3,85.0,78.0,11.21,MA,1717541323.0
504,arica,-18.475,-70.3042,65.75,68.0,0.0,5.75,CL,1717541110.0
505,vanimo,-2.6741,141.3028,81.63,81.0,99.0,3.98,PG,1717541325.0
506,chinde,26.8418,88.0763,63.39,84.0,14.0,4.7,NP,1717541326.0
507,afif,23.9065,42.9172,87.39,10.0,2.0,7.29,SA,1717541327.0
508,miyaly,48.8844,53.7836,71.01,61.0,98.0,11.18,KZ,1717541328.0
509,lazaro cardenas,17.9583,-102.2,83.68,61.0,3.0,15.35,MX,1717541329.0
510,saldanha,-33.0117,17.9442,60.85,95.0,85.0,5.55,ZA,1717541330.0
511,kalkaman,51.9525,76.0211,52.7,77.0,94.0,6.85,KZ,1717541332.0
512,funafuti,-8.5243,179.1942,86.0,79.0,75.0,9.22,TV,1717541333.0
513,vorkuta,67.5,64.0,25.11,94.0,13.0,5.01,RU,1717541334.0
514,collinsville,38.6703,-89.9846,86.02,64.0,75.0,14.97,US,1717541195.0
515,poronaysk,49.2167,143.1167,45.59,80.0,100.0,5.55,RU,1717541337.0
516,illizi,26.4833,8.4667,98.4,16.0,89.0,3.18,DZ,1717541338.0
517,ivdel',60.6911,60.4206,60.19,99.0,95.0,5.01,RU,1717541339.0
518,bandarbeyla,9.4942,50.8122,79.45,83.0,7.0,26.91,SO,1717541340.0
519,bentiu,9.2333,29.8333,85.66,56.0,71.0,5.59,SS,1717541341.0
520,basoko,1.2391,23.616,72.05,96.0,72.0,1.79,CD,1717541343.0
521,luderitz,-26.6481,15.1594,55.15,74.0,0.0,4.9,NA,1717541344.0
522,la passe,45.5549,-0.8967,61.03,89.0,69.0,6.96,FR,1717541345.0
523,haiku-pauwela,20.9219,-156.3051,84.16,72.0,40.0,24.16,US,1717541346.0
524,george town,5.4112,100.3354,84.13,78.0,20.0,2.3,MY,1717541110.0
525,wenling,28.3669,121.36,64.89,87.0,100.0,6.91,CN,1717541348.0
526,karratha,-20.7377,116.8463,63.25,47.0,11.0,15.21,AU,1717541350.0
527,shagonar,51.5333,92.8,53.19,81.0,100.0,3.76,RU,1717541351.0
528,sao miguel do araguaia,-13.275,-50.1628,79.41,41.0,100.0,1.43,BR,1717541352.0
529,vyerkhnyadzvinsk,55.7815,27.9443,56.93,85.0,6.0,0.07,BY,1717541353.0
530,bulgan,48.8125,103.5347,48.38,87.0,99.0,4.45,MN,1717541354.0
531,sao tome,0.3365,6.7273,78.35,83.0,57.0,12.12,ST,1717541355.0
532,kuanda,56.3161,116.0806,66.58,47.0,17.0,3.44,RU,1717541356.0
533,cat ba,,,,,,,,
534,orsa,54.5153,30.4053,58.46,87.0,41.0,3.38,BY,1717541359.0
535,pointe aux piments,-20.0628,57.5131,72.16,78.0,21.0,17.72,MU,1717541360.0
536,port augusta,-32.5,137.7667,50.59,72.0,2.0,5.32,AU,1717541361.0
537,oum hadjer,13.2954,19.6966,90.81,12.0,1.0,2.04,TD,1717541362.0
538,barysaw,54.2312,28.5049,62.89,93.0,45.0,3.51,BY,1717541363.0
539,dharmanagar,24.3667,92.1667,74.25,99.0,71.0,2.48,IN,1717541364.0
540,general mosconi,-23.1851,-62.303,64.69,69.0,44.0,9.46,AR,1717541365.0
541,fisterra,42.9049,-9.2629,58.75,79.0,99.0,5.59,ES,1717541366.0
542,bulayevo,54.9056,70.4439,55.98,84.0,83.0,7.76,KZ,1717541367.0
543,haimen,23.1935,116.6142,67.89,94.0,100.0,8.59,CN,1717541369.0
544,barra de santo antonio,-9.4047,-35.5072,78.08,84.0,53.0,7.58,BR,1717541370.0
545,nieuw amsterdam,5.8833,-55.0833,84.22,79.0,40.0,2.3,SR,1717541371.0
546,kourou,5.1552,-52.6478,82.45,89.0,9.0,4.47,GF,1717541372.0
547,south boston,42.3334,-71.0495,76.86,71.0,75.0,11.5,US,1717541373.0
548,ulsteinvik,62.3432,5.8487,51.31,79.0,100.0,1.99,NO,1717541374.0
549,suratgarh,29.3167,73.9,91.26,27.0,1.0,13.18,IN,1717541375.0
550,coahuayana de hidalgo,18.7,-103.6583,85.91,51.0,2.0,7.31,MX,1717541376.0
551,san antonio de pale,-1.4014,5.6325,78.15,85.0,100.0,13.8,GQ,1717541377.0
552,minas de marcona,-15.2119,-75.1103,58.66,69.0,0.0,8.21,PE,1717541379.0
553,pokhara,28.2333,83.9833,70.56,48.0,14.0,6.35,NP,1717541380.0
554,kayangel,8.0823,134.7173,83.86,74.0,100.0,6.15,PW,1717541381.0
555,grootfontein,-19.5667,18.1167,49.57,29.0,0.0,4.61,NA,1717541382.0
556,ola,59.5833,151.2833,39.15,77.0,94.0,8.46,RU,1717541123.0
557,flekkefjord,58.2971,6.6607,54.95,99.0,100.0,6.17,NO,1717541384.0
558,talakan,50.3167,130.3667,59.88,52.0,100.0,8.41,RU,1717541385.0
559,campbell river,50.0163,-125.2446,62.13,44.0,75.0,4.61,CA,1717541270.0
560,chibougamau,49.9168,-74.3659,78.42,41.0,0.0,9.22,CA,1717541388.0
561,bianzhuang,34.8486,118.0447,68.81,67.0,100.0,11.18,CN,1717541389.0
562,kharp,66.8014,65.8081,31.71,88.0,10.0,4.76,RU,1717541390.0
563,debark',13.1561,37.8981,64.22,34.0,89.0,3.47,ET,1717541391.0
564,coracora,-15.0333,-73.7833,54.43,48.0,0.0,4.23,PE,1717541392.0
565,abraham's bay,,,,,,,,
